"SMILES_STD","SAMPLE_NAME","SAMPLE_ID","GENE_SYMBOL"
"CCCCCCCCCC(O)=N[C@H](CC1=CNC2=C1C=CC=C2)C(O)=N[C@@H](CC(N)=O)C(O)=N[C@H](CC(O)=O)C(O)=N[C@@H]3[C@@H](C)OC(=O)[C@H](CC(=O)C4=C(N)C=CC=C4)NC(=O)[C@@H](NC(=O)[C@@H](CO)N=C(O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCN)N=C(O)CNC3=O)[C@@H](C)CC(O)=O","Daptomycin","NCGC00346517-01",""
"CC[C@@H](C)[C@@H](N)C1=NCC(S1)C(O)=N[C@@H](CC(C)C)C(O)=N[C@H](CCC(O)=O)C(O)=N[C@@H]([C@H](C)CC)C(O)=N[C@H]2CCCCN=C(O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC3=CNC=N3)NC(=O)[C@@H](CC4=CC=CC=C4)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC2=O)[C@H](C)CC","Bacitracin Zinc","NCGC00346728-01",""
"CCC(\C=C\[C@@H]1OC(=O)C=C[C@@H]1C)=C\[C@H](C)C\C=C\C(C)=C\[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C\C(C)=C\C(O)=O","Elactocin","NCGC00162440-01",""
"CC[C@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@@H]3C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)C(\C)=C\[C@H]4CC[C@H](Cl)[C@@H](C4)OC","Pimecrolimus","NCGC00167506-03",""
"CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC3OC(C)CC(C3O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O","Roxithromycin","NCGC00182077-02",""
"CC[C@@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]3N(CCCCN4C=NC(=C4)C5=CN=CC=C5)C(=O)O[C@]13C)OC","Telithromycin","NCGC00167967-01",""
"[Na+].CO[C@@H]1CCC(O[C@@H]2C[C@@H](O[C@]3(O[C@H](C[C@@H]3C)[C@H]4O[C@@](O)(CO)[C@H](C)C[C@@H]4C)[C@@H]2C)[C@]5(C)CC[C@]6(C[C@H](O)[C@@H](C)[C@H](O6)[C@@H](C)\C=C(/C)C(=O)[C@H](C)C[C@H](C)C(O)=O)O5)O[C@@H]1C","Nanchangmycin","NCGC00346524-01",""
"CN[C@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)NC(=O)[C@@H](O)CN)OC[C@]1(C)O","Isepamicin","NCGC00263527-02",""
"NC[C@@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CN)[C@@H](O)[C@H](O)[C@H]4N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O","Neomycin sulfate","NCGC00181303-02",""
"CN[C@H]1[C@H](O)[C@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@H](O[C@H]3[C@@H](O)[C@@H](O)[C@@H](NC(N)=N)[C@@H](O)[C@H]3NC(N)=N)O[C@H](C)[C@@]2(O)C=O","Streptomycin sulfate","NCGC00016641-01",""
"CN(C)[C@@H]1[C@@H]2C[C@@H]3C(C(=O)[C@]2(O)C(=O)C(=C(N)O)C1=O)=C(O)C4=C(C=CC=C4O)[C@@]3(C)O","Tetracycline hydrochloride","NCGC00017323-07",""
"CC(=O)NC[C@@H]1CN(C(=O)O1)C2=CC(F)=C(C=C2)N3CCOCC3","Linezolid","NCGC00263531-03",""
"CN(C)CC\C=C1\C2=C(COC3=C1C=C(CC(O)=O)C=C3)C=CC=C2","Olopatadine hydrochloride","NCGC00263532-03",""
"COC1=C(O)C=C2CCC3C4CC[C@H](O)[C@@]4(C)CCC3C2=C1","2-Methoxyestradiol","NCGC00025300-01","HIF1A"
"OC(=O)CNC(=O)C1=C(O)C2=C(C=CC=C2)N(CC3=CC=CC=C3)C1=O","IOX2","NCGC00344625-02","HIF1A"
"OCC1=CC=C(O1)C2=NN(CC3=CC=CC=C3)C4=C2C=CC=C4","Lificiguat","NCGC00016103-06","HIF1A"
"COC1=NC(=N)NC2=C1N=CN2C3OC(CO)C(O)C3O","Nelarabine","NCGC00181098-01",""
"CCC(C(CC)C1=CC=C(O)C=C1)C2=CC=C(O)C=C2","Hexestrol","NCGC00094818-08","AKR1C1"
"CC1=C(N=NC2=C(O)C(=CC=C2)C3=CC(=CC=C3)C(O)=O)C(=O)N(N1)C4=CC(C)=C(C)C=C4","Eltrombopag","NCGC00274067-01","MPL"
"OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC3=CC=CC4=C3C(=O)C=C(O4)C(O)=O","Sodium cromoglycate","NCGC00022858-07",""
"CCOCC(O)COC1=CC=C(NC(=O)CC[S+](C)C)C=C1","Suplatast tosilate","NCGC00181000-03",""
"CC(C)C1=CC2=C(OC3=C(C=C(C(O)=O)C(=N)N3)C2=O)C=C1","Amlexanox","NCGC00167472-02",""
"CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O","Dyphylline","NCGC00018099-10",""
"CC(C)[N+]1(C)[C@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)C3=CC=CC=C3","Ipratropium bromide hydrate","NCGC00022819-03",""
"CN1[C@H]2C[C@@H](C[C@H]1[C@@H]3O[C@@H]23)OC(=O)[C@@H](CO)C4=CC=CC=C4","Scopolamine","NCGC00016245-01",""
"OC(C(=O)O[C@H]1C[C@H]2CC[C@H](C1)[N+]23CCCC3)(C4=CC=CC=C4)C5=CC=CC=C5","Trospium chloride","NCGC00167438-02",""
"C[N+]1(C)[C@H]2C[C@H](C[C@@H]1[C@H]3O[C@H]23)OC(=O)C(O)(C4=CC=CS4)C5=CC=CS5","Tiotropium bromide","NCGC00167971-03",""
"CC(C)N(CC[C@@H](C1=CC=CC=C1)C2=C(O)C=CC(CO)=C2)C(C)C","PNU-200577","NCGC00346585-01",""
"CC(C)N(CC[C@@H](C1=CC=CC=C1)C2=C(OC(=O)C(C)C)C=CC(CO)=C2)C(C)C","Fesoterodine fumarate","NCGC00346540-01",""
"CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC","Gallamine triethiodide","NCGC00015482-05",""
"CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3","Atropine","NCGC00015026-14","CHRM1"
"CC(C[N+](C)(C)C)OC(N)=O","Bethanechol chloride","NCGC00015245-07",""
"COC(=O)C1=CCCN(C)C1","Arecoline","NCGC00015075-07",""
"CN(C)C1=NC(CC2=CC=C(NC(=O)C3=CC=C(C=C3)C(F)(F)F)C=C2)=NC(N(C)C)=C1CC(O)=O","AP-761","NCGC00345797-01","PTGDR2"
"CN(C)C1=C(CC(O)=O)C(Cl)=NC(CC2=CC=C(NC(=O)C3=CC4=C(C=CC=C4)C=C3)C=C2)=N1","AP-768","NCGC00345801-01","PTGDR2"
"OC(=O)CCN1C2=C(C[C@@H](CC2)NS(=O)(=O)C3=CC=C(F)C=C3)C4=C1C=CC=C4","Ramatroban","NCGC00167519-04","PTGDR2"
"CC1=C(C)C(=O)C(C(CCCCCC(O)=O)C2=CC=CC=C2)=C(C)C1=O","(+-)-7-(3,5,6-trimethyl-1,4-benzoquinon-2-yl)-7-phenylheptanoic acid","NCGC00181296-01","TBXA2R"
"COC1=CC2=C(C=C1OC)C(CC3=CC(OC)=C(OC)C=C3)[N+](C)(CCC(=O)OCCCCCOC(=O)CC[N+]4(C)CCC5=C(C=C(OC)C(OC)=C5)C4CC6=CC(OC)=C(OC)C=C6)CC2","Cisatracurium besylate","NCGC00262598-01",""
"COC1=C(OCC(O)COC(N)=O)C=CC=C1","Methocarbamol","NCGC00018257-07",""
"NN=C1NN=CC2=C1C=CC=C2","Hydralazine hydrochloride","NCGC00015501-07",""
"COC(=O)[C@H]1CC2=CC(=O)CC[C@@]2(C)[C@@]34O[C@H]3C[C@]5(C)[C@H](CC[C@]56CCC(=O)O6)[C@@H]14","Eplerenone","NCGC00159559-01","NR3C2"
"OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O","Zoledronic acid monohydrate","NCGC00159521-05","FDPS"
"CC[C@H]1CC[C@@H]2O[C@]3(CC[C@H](C)[C@H](C[C@@H](C)O)O3)[C@@H](C)[C@H](OC(=O)\C=C\[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@](C)(O)[C@@H](O)[C@H](C)CC=CC=C1)[C@@H]2C","Oligomycin A","NCGC00346531-01",""
"ClC1=C(CN2CCC3=C(C2)C=CS3)C=CC=C1","Ticlopidine hydrochloride","NCGC00016872-09","P2RY12"
"COC1=CC=C(C=C1)N2N=C(C(N)=O)C3=C2C(=O)N(CC3)C4=CC=C(C=C4)N5CCCCC5=O","Apixaban","NCGC00346555-01","F10"
"CC(=O)CC(C1=CC=CC=C1)C2=C(O)OC3=C(C=CC=C3)C2=O","Warfarin sodium","NCGC00094810-06","VKORC1"
"C[C@H](C1=C(F)C=NC=N1)[C@](O)(CN2C=NC=N2)C3=C(F)C=C(F)C=C3","Voriconazole","NCGC00164622-04","CYP51A1"
"ClC1=C(C=CC=C1)C(N2C=CN=C2)(C3=CC=CC=C3)C4=CC=CC=C4","Clotrimazole","NCGC00015251-14","CYP51A1"
"ClC1=C(CCN2CCN(CC2)C3=NSC4=C3C=CC=C4)C=C5CC(=O)NC5=C1","Ziprasidone hydrochloride","NCGC00263539-03","HTR2A"
"CN1CCN2C(C1)C3=C(CC4=C2N=CC=C4)C=CC=C3","Mirtazapine","NCGC00025346-01","HTR2A"
"CCN1CCCC1CNC(=O)C2=C(OC)C=C(N)C(=C2)S(=O)(=O)CC","Amisulpride","NCGC00092310-03","DRD2"
"CCCN1CCO[C@@H]2[C@@H]1COC3=C2C=C(O)C=C3","PD-128907","NCGC00025072-01","DRD2"
"CN[C@@H]1CN2C(=O)NC3=C2C(C1)=CC=C3","Sumanirole maleate","NCGC00346440-01","DRD2"
"OC1=CC=C(C=C1)C2CNCCC3=C2C=C(O)C(O)=C3Cl","Fenoldopam","NCGC00015444-04","DRD1"
"COC1=C2C(O)=C3C(=O)C4=C(C[C@](O)(C[C@@H]4O[C@@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C(C)=O)C(=O)C3=C(O)C2=CC=C1","Daunorubicin","NCGC00024246-13",""
"CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC","Clarithromycin","NCGC00178054-05",""
"CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C3=C(O1)C=CC=C3","Amiodarone hydrochloride","NCGC00015096-11",""
"CN(C1CCC2=C(C1)C3=C(C=CC=C3)N2CC(O)=O)S(=O)(=O)C4=CC=C(F)C=C4","TM-30089","NCGC00344391-02","PTGDR2"
"CC1=C(CCN2CCC(CC2)C3=NOC4=C3C=CC(F)=C4)C(=O)N5CCCCC5=N1","Risperidone???","NCGC00015883-08","DRD2"
"C(CN1CCN(CCOC(C2=CC=CC=C2)C3=CC=CC=C3)CC1)CC4=CC=CC=C4","GBR-12935","NCGC00015484-06",""
"CN(C)[C@@H](CCOC1=C2C=CC=CC2=CC=C1)C3=CC=CC=C3","Dapoxetine hydrochloride","NCGC00253658-02","SLC6A4"
"OC[C@@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=CC(=O)NC2=O","Uridine","NCGC00017312-03",""
"OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","Mannitol","NCGC00164353-03",""
"CN1C(CNC2=CC=C(C=C2)C(N)=N)=NC3=C1C=CC(=C3)C(=O)N(CCC(O)=O)C4=NC=CC=C4","Dabigatran","NCGC00346575-01",""
"CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O","Azithromycin","NCGC00090753-05",""
"CC(O)[C@H]1[C@@H]2[C@@H](C)C(SC3CN4N=CC=[N+]4C3)=C(N2C1=O)C([O-])=O","Biapenem","NCGC00346515-01",""
"C[C@H](O)[C@H]1[C@@H]2[C@H](C)C(S[C@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N2C1=O)C(O)=O","Doripenem","NCGC00167485-02",""
"CC(O)C1C2C(C)C(SC3CNC(C3)C(=O)N(C)C)=C(N2C1=O)C(O)=O","Meropenem","NCGC00346518-01",""
"C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(SCCNC=N)=C(N2C1=O)C(O)=O","Imipenem","NCGC00346434-01",""
"C(N1CCNCC1)C2=C3C=CC=CC3=CC=C2","NMP","NCGC00346474-01",""
"CO\N=C(\C(=O)N[C@@H]1[C@H]2SCC(CN3C=CC(=N)N3CCO)=C(N2C1=O)C(O)=O)C4=CSC(=N)N4","Cefoselis sulfate","NCGC00346516-01",""
"NC(=O)NN=CC1=CC=C(O1)[N+]([O-])=O","Nitrofurazone","NCGC00090686-10",""
"CN[C@@H](C)[C@H]1CC[C@@H](N)[C@@H](OC2[C@@H](N)C[C@@H](N)[C@H](OC3OC[C@](C)(O)C(NC)[C@H]3O)C2O)O1","Gentamycin sulfate","NCGC00346609-01",""
"CN1CCN(CC1)C2=C3OCN(C)N4C=C(C(O)=O)C(=O)C(C=C2F)=C34","Marbofloxacin","NCGC00166310-03",""
"CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N3CCNCC3)C(F)=C2","Enoxacin","NCGC00016927-10",""
"CCN1C=C(C(O)=O)C(=O)C2=C1C(F)=C(N3CCNC(C)C3)C(F)=C2","Lomefloxacin hydrochloride","NCGC00015603-07",""
"CC1=C(N2[C@H](SC1)[C@H](NC(=O)C(N)C3=CC=CC=C3)C2=O)C(O)=O","Cephalexin","NCGC00093706-05",""
"CO\N=C(/C(=O)N[C@@H]1[C@H]2SCC(\C=C/C3=C(C)N=CS3)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)C4=CSC(=N)N4","Cefditoren pivoxil","NCGC00346562-01",""
"C[C@H]1C(=O)O[C@H]2CC34[C@H]5C[C@@H](C(C)(C)C)C36[C@@H](O)C(=O)O[C@H]6O[C@]4(C(=O)O5)[C@@]12O","Ginkgolide A","NCGC00346666-01","GABRA1"
"CCC1=C(CN2CC(C2)C(O)=O)C=CC(=C1)C(\C)=N\OCC3=CC(=C(C=C3)C4CCCCC4)C(F)(F)F","BAF-312","NCGC00347938-01","S1PR1"
"CCCC1=NC=CC(=C1)C(N)=S","Protionamide","NCGC00095164-05",""
"O=C(C1CCCCC1)N2CC3N(CCC4=C3C=CC=C4)C(=O)C2","Praziquantel","NCGC00015818-15",""
"CN1CCN(CCCN2C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1","Prochlorperazine dimaleate","NCGC00015856-08","DRD2"
"CN(CC1=CC2=C(C=C1)N=C(C)NC2=O)C3=CC=C(S3)C(=O)N[C@@H](CCC(O)=O)C(O)=O","Raltitrexed","NCGC00229704-01","TYMS"
"C[C@@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=C(F)C(=O)NC2=O","Doxifluridine","NCGC00093926-04","TYMS"
"CCC(C)CCCCC(O)=N[C@H](CCN)C(O)=NC([C@@H](C)O)C(O)=N[C@@H](CCN)C(O)=N[C@H]1CCNC(=O)C(NC(=O)[C@@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O","Polymyxin B sulphate","NCGC00094763-03",""
"C[C@@H]1O[C@@H](O[C@H]2C[C@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O","Amphotericin B","NCGC00090808-03",""
"OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O","Chloramphenicol","NCGC00091011-09",""
"CC[C@@]1(CC[C@@H](O1)[C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@H](O3)[C@@H](C)[C@@H](OC)[C@H](C)C(O)=O)O2)[C@@H]4O[C@@H](C[C@@H]4C)[C@H]5O[C@@](O)(CO)[C@H](C)C[C@@H]5C","Monensin sodium salt","NCGC00179454-04",""
"CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2","Racecadotril","NCGC00179511-04",""
"CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C(O)=C(NC(=O)CNC(C)(C)C)C=C4N(C)C)C(O)=C3C(=O)[C@@]2(O)C(=O)C(=C(N)O)C1=O","Tigecycline","NCGC00183095-01",""
"NC[C@@H]1O[C@H](O[C@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","Kanamycin","NCGC00263944-01",""
"NC[C@@H]1O[C@H](O[C@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O","Tobramycin","NCGC00178852-06",""
"CC1=C(C(=O)N[C@@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C(=NO1)C4=C(Cl)C=CC=C4","Sodium cloxacillin","NCGC00178840-06",""
"N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O","L-Thyroxine","NCGC00164336-05",""
"OC(=O)\C=C\C1=CC=C(CN2C=CN=C2)C=C1","Ozagrel hydrochloride","NCGC00025195-01","TBXA2R"
"OC(=O)C(=O)NC1=CC(=CC=C1)C2=NNN=N2","Acitazanolast","NCGC00188429-01",""
"C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@@H]3O[C@@H]23)OC(=O)[C@@H](CO)C4=CC=CC=C4","Scopolamine methylbromide","NCGC00013724-01",""
"CC(C)N(CCC(C1=CC=CC=C1)C2=C(O)C=CC(C)=C2)C(C)C","Tolterodine tartrate","NCGC00094575-01",""
"CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C2=CC=CC=C2","Oxybutynin chloride","NCGC00015767-09",""
"CN(C)CCOC(C1=CC=CC=C1)C2=C(C)C=CC=C2","Orphenadrine hydrochloride","NCGC00015771-12",""
"CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N4CCN(C)CC4","Ofloxacin","NCGC00015772-13",""
"ClC1=CC(=C(Cl)C=C1)C2=NC(=N)NC(=N)N2","Irsogladine maleate","NCGC00160397-01","CHRM1"
"NC(=N)NC1=CC=C(C=C1)C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(N)=N","Nafamostat mesilate","NCGC00160398-04","TPSAB1"
"CCCC[N+]1(C)[C@H]2C[C@@H](C[C@H]1[C@H]3O[C@H]23)OC(=O)[C@H](CO)C4=CC=CC=C4","Butylscopolamine bromide","NCGC00186628-01","CHRM1"
"CCCC(C)(COC(N)=O)COC(=O)NC(C)C","Carisoprodol","NCGC00015278-14",""
"CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C3CC3)C4=C(F)C=CC=C4)S1","Prasugrel hydrochloride","NCGC00188690-02","P2RY12"
"CN1C[C@@H]2[C@@H](C1)C3=C(OC4=C2C=CC=C4)C=CC(Cl)=C3","Asenapine","NCGC00188689-01","DRD1"
"COC(=O)[C@H](N1CCC2=C(C1)C=CS2)C3=C(Cl)C=CC=C3","Clopidogrel bisulfate","NCGC00163329-04","P2RY12"
"ClC1=CC=C(S1)C(=O)NCC2CN(C(=O)O2)C3=CC=C(C=C3)N4CCOCC4=O","Rivaroxaban","NCGC00262945-02","F10"
"CCCCCCOC(=O)NC(=N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=NC=CC=C4)N2C)C=C1","BIBR 1048","NCGC00262929-02",""
"CN1CCN2C(C1)C3=C(CC4=C2C=CC=C4)C=CC=C3","Mianserin","NCGC00015656-06","HTR2A"
"FC1=CC=C(C=C1)C(=O)C2CCN(CCN3C(=O)NC4=C(C=CC=C4)C3=O)CC2","Ketanserin","NCGC00021146-06","HTR2A"
"COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1","Agomelatine","NCGC00253646-01","HTR2C"
"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C3=CC=C(Cl)C=C3","Haloperidol","NCGC00015500-10","DRD2"
"CCN1CCCC1CNC(=O)C2=C(OC)C=CC(=C2)S(N)(=O)=O","Levosulpiride","NCGC00015966-03","DRD2"
"CN1CCN(CC1)C2=C3C=C(C)SC3=NC4=C(N2)C=CC=C4","Olanzapine","NCGC00096077-05","DRD2"
"CCCN[C@@H]1CCC2=C(C1)SC(=N)N2","Pramipexole hydrochloride","NCGC00167441-03","DRD3"
"CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(Cl)C=C4","Clozapine","NCGC00015254-12","DRD4"
"NC12CC3CC(CC(C3)C1)C2","Amantadine hydrochloride","NCGC00015036-08","DRD1"
"COC1=CC2=C(C=C1)C(CN(C)C2)C3=CC(Cl)=C(Cl)C=C3","Diclofensine","NCGC00346439-01","SLC6A3"
"CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1","Bupropion hydrochloride","NCGC00015122-09","SLC6A3"
"FC1=CC=C(C=C1)C(OCCN2CCN(CCCC3=CC=CC=C3)CC2)C4=CC=C(F)C=C4","GBR 12909 dihydrochloride","NCGC00015300-05",""
"CNCCCC12CCC(C3=C1C=CC=C3)C4=C2C=CC=C4","Maprotiline hydrochloride","NCGC00015708-17",""
"CNCC[C@H](OC1=C2C=CC=CC2=CC=C1)C3=CC=CS3","Duloxetine hydrochloride","NCGC00164559-04","SLC6A4"
"CN(C)CCCN1C2=C(CCC3=C1C=C(Cl)C=C3)C=CC=C2","Clomipramine","NCGC00015264-08","SLC6A4"
"N[C@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O","5-Hydroxytryptophan","NCGC00091062-07",""
"NCC1=CNC(=S)N1[C@H]2CCC3=C(C2)C=C(F)C=C3F","Nepicastat hydrochloride","NCGC00346651-01",""
"COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1","Tetrabenazine","NCGC00160421-02","SLC18A2"
"COC1C(CC2CN3CCC4=C(NC5=C4C=CC(OC)=C5)C3CC2C1C(=O)OC)OC(=O)C6=CC(OC)=C(OC)C(OC)=C6","Reserpine","NCGC00015888-04",""
"CN1C=NC2=C1C(=O)N(C)C(=O)N2C","Caffeine, citrated","NCGC00015208-09",""
"OC(=O)C1CCCN(CCC=C(C2=CC=CC=C2)C3=CC=CC=C3)C1","SK&F-89976A","NCGC00015977-02","SLC6A1"
"CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(O)=O)O1","Lubiprostone","NCGC00183105-01","CLCN2"
"OC(=O)CCNC(=O)C1=CC=C(C=C1)N=NC2=CC(C(O)=O)=C(O)C=C2","Balsalazide","NCGC00164634-01",""
"C1CC1C(NC2=NCCO2)C3CC3","Rilmenidine","NCGC00015884-09","NISCH"
"COC1=C(NC2=NCCN2)C(Cl)=NC(C)=N1","Moxonidine hydrochloride hydrate","NCGC00015649-05","NISCH"
"NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1","Chlorothiazide","NCGC00015242-12",""
"NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1","Hydrochlorothiazide","NCGC00015508-17",""
"CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=C(C=CC=C4)C5=CC=CC=C5)C=C3)C6=C2C=CC=C6)N1","Conivaptan hydrochloride","NCGC00345881-02","AVPR1A"
"CC1=C(C=CC=C1)C(=O)NC2=CC(C)=C(C=C2)C(=O)N3CCCC(O)C4=C3C=CC(Cl)=C4","Tolvaptan","NCGC00183001-01","AVPR2"
"NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl","Trichlormethiazide","NCGC00018302-08",""
"OCC1OC(C(O)C(O)C1O)C2C3=C(C(O)=CC=C3)C(=O)C4=C2C=C(CO)C=C4O","Aloin","NCGC00183867-01",""
"CC12CCC(C)(CC1C3=CC(=O)C4C5(C)CCC(OC6OC(C(O)C(O)C6OC7OC(C(O)C(O)C7O)C(O)=O)C(O)=O)C(C)(C)C5CCC4(C)C3(C)CC2)C(O)=O","Glycyrrhizin","NCGC00183128-01",""
"CCOC(=O)CN[C@@H](C1CCCCC1)C(=O)N2CC[C@H]2C(=O)N(C)C3=CC=C(C=C3)C(N)=NO","Ximelagatran","NCGC00345818-01",""
"CCOC1=C(OCC)C(F)=C2C(=N)N(CC(=O)C3=CC(=C(OC)C(=C3)N4CCOCC4)C(C)(C)C)CC2=C1","E5555","NCGC00346938-01",""
"NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1","Benserazide","NCGC00015163-08","DDC"
"CC(CC1=CC(O)=C(O)C=C1)(NN)C(O)=O","Carbidopa","NCGC00015185-04",""
"NCCCC(N)(C(F)F)C(O)=O","Eflornithine Hydrochloride","NCGC00015316-06","ODC1"
"C[C@@H](O)[C@H]1[C@@H]2[C@@H](C)C(SC3CN(C3)C4=NCCS4)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C","Tebipenem pivoxil","NCGC00346570-01",""
"CCCCCCCCCCCCCCCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)[N+]([O-])=O","Chloramphenicol palmitate","NCGC00159489-04",""
"NC1=CC=C(C=C1)S(=O)(=O)N=C2NC=CC=C2","Sulfapyridine","NCGC00016408-10",""
"COC1=CNC(=NS(=O)(=O)C2=CC=C(N)C=C2)N=C1","Sulfameter","NCGC00016530-06",""
"NC1=CC=C(C=C1)S(=O)(=O)N=C2C=CNN2C3=CC=CC=C3","Sulfaphenazole","NCGC00015925-13",""
"CC1=C(C)C(ON1)=NS(=O)(=O)C2=CC=C(N)C=C2","Sulfafurazole","NCGC00016384-14",""
"CC1=CC(NO1)=NS(=O)(=O)C2=CC=C(N)C=C2","Sulfamethoxazole","NCGC00016533-14",""
